transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Profit,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,customer_title,Age_Group,detail_cust_title,rank
1524,31,2151,2017-05-05,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,57.72999999999999,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
1850,64,2151,2017-05-29,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,872.8900000000001,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
3182,68,2151,2017-08-06,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
15153,65,2151,2017-05-08,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,42145.0,1028.76,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
16470,73,2151,2017-06-18,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
18591,68,2151,2017-03-10,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,1592.19,Herrick,Gammett,Male,9,1986-10-23,Missing,Entertainment,Affluent Customer,N,No,6.0,34,146,7,7187.34,1,3,4,134,Bronze,40,Almost Lost Customer,9
681,75,3085,2017-12-05,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,43,25,5,2076.6800000000003,3,2,2,322,Gold,50,Late Bloomer,6
4654,40,3085,2017-11-12,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000002,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,43,25,5,2076.6800000000003,3,2,2,322,Gold,50,Late Bloomer,6
6589,36,3085,2017-06-21,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,43,25,5,2076.6800000000003,3,2,2,322,Gold,50,Late Bloomer,6
6895,95,3085,2017-05-06,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,41.13,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,43,25,5,2076.6800000000003,3,2,2,322,Gold,50,Late Bloomer,6
13664,19,3085,2017-08-02,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Kaleb,Eslemont,Male,91,1978-01-21,Accountant IV,Missing,Affluent Customer,N,No,5.0,43,25,5,2076.6800000000003,3,2,2,322,Gold,50,Late Bloomer,6
682,34,1747,2017-06-23,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,37698.0,309.80999999999995,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,34,190,4,995.3799999999999,1,1,1,111,Bronze,40,Lost Customer,11
7076,4,1747,2017-01-22,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,38573.0,451.65000000000015,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,34,190,4,995.3799999999999,1,1,1,111,Bronze,40,Lost Customer,11
12636,72,1747,2017-05-29,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,34,190,4,995.3799999999999,1,1,1,111,Bronze,40,Lost Customer,11
18863,18,1747,2017-03-26,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Obadiah,Fairall,Male,46,1987-03-14,Research Assistant II,Financial Services,Affluent Customer,N,No,14.0,34,190,4,995.3799999999999,1,1,1,111,Bronze,40,Lost Customer,11
683,73,2095,2017-12-10,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499.0,1612.25,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
6082,99,2095,2017-03-21,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
8491,91,2095,2017-02-20,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,25.08999999999999,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
9291,100,2095,2017-05-24,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,830.2399999999999,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
10661,37,2095,2017-09-16,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,1544.61,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
11449,19,2095,2017-08-10,1.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880.0,4.8,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
11874,1,2095,2017-04-22,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,448.68,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
11923,41,2095,2017-02-21,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
12525,10,2095,2017-02-25,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,1103.43,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
14256,81,2095,2017-02-28,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,64.50999999999999,Anette,Guerreiro,Female,69,1989-11-13,Account Executive,Manufacturing,Affluent Customer,N,No,8.0,31,20,10,6194.3,3,4,4,344,Gold,40,Recent Customer,4
684,99,1289,2017-12-19,0.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,456.44999999999993,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
3519,90,1289,2017-03-20,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38002.0,72.59999999999997,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
6756,53,1289,2017-01-14,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915.0,693.76,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
7275,12,1289,2017-10-09,1.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,1069.5500000000004,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
13123,2,1289,2017-03-21,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0,17.869999999999994,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
13178,57,1289,2017-03-04,1.0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,34143.0,1630.25,Shelley,Stroyan,Male,35,1973-07-16,Missing,Missing,Mass Customer,N,Yes,8.0,47,11,6,3940.4800000000005,4,2,3,423,Platinum,50,Becoming Loyal,3
686,54,1762,2017-06-19,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,42172.0,1279.4,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
1203,1,1762,2017-05-23,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.68,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
3942,74,1762,2017-12-09,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,41922.0,827.1599999999999,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
4852,13,1762,2017-01-29,1.0,Cancelled,Solex,Standard,medium,medium,1163.89,589.27,40303.0,574.6200000000001,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
5138,14,1762,2017-01-11,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,41345.0,152.54999999999995,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
12361,31,1762,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,35052.0,57.72999999999999,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
12782,71,1762,2017-01-01,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,40553.0,737.1700000000002,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
13000,41,1762,2017-05-31,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,35560.0,104.24,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
14257,29,1762,2017-04-04,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33552.0,135.84999999999997,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
16175,62,1762,2017-05-14,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,38647.0,179.44,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
18083,39,1762,2017-08-15,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,38991.0,1230.27,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
19331,18,1762,2017-10-25,0.0,Approved,Solex,Standard,medium,medium,575.27,431.45,34165.0,143.82,Gaye,Steutly,Female,49,1978-04-30,Research Assistant II,Health,Mass Customer,N,Yes,18.0,43,21,12,5870.93,3,4,4,344,Gold,50,Recent Customer,4
687,66,1374,2017-05-16,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,64.92999999999995,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
4401,75,1374,2017-11-21,1.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
10806,15,1374,2017-11-09,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,209.84000000000003,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
11107,90,1374,2017-01-21,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,72.59999999999997,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
14014,3,1374,2017-11-11,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,1702.5499999999995,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
15034,83,1374,2017-03-25,1.0,Approved,Solex,Touring,medium,large,2083.94,675.03,41533.0,1408.91,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
15223,60,1374,2017-10-02,0.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,40779.0,217.51,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
19992,11,1374,2017-09-14,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Cleveland,Spilling,Male,76,1976-01-13,Missing,Manufacturing,Mass Customer,N,No,8.0,45,39,8,5196.33,3,4,4,344,Gold,50,Recent Customer,4
688,40,836,2017-08-01,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,583.2700000000002,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,31,72,4,1768.44,2,1,1,211,Bronze,40,Almost Lost Customer,9
2835,41,836,2017-05-30,0.0,Approved,Solex,Road,medium,medium,416.98,312.74,40672.0,104.24,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,31,72,4,1768.44,2,1,1,211,Bronze,40,Almost Lost Customer,9
17543,34,836,2017-10-19,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40336.0,309.80999999999995,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,31,72,4,1768.44,2,1,1,211,Bronze,40,Almost Lost Customer,9
18773,58,836,2017-06-09,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42172.0,771.12,Clemence,Vautre,Female,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,31,72,4,1768.44,2,1,1,211,Bronze,40,Almost Lost Customer,9
689,88,2310,2017-12-13,1.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,40303.0,182.81000000000014,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
5942,35,2310,2017-10-07,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41245.0,448.68,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
7176,77,2310,2017-05-18,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39427.0,1660.88,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
15543,30,2310,2017-08-01,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,33364.0,456.44999999999993,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
16650,81,2310,2017-02-11,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,37668.0,502.47,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
19279,72,2310,2017-12-15,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,34170.0,771.12,Jed,Humpherston,Male,12,1970-02-10,Executive Secretary,Missing,High Net Worth,N,Yes,11.0,51,15,6,4022.41,4,2,3,423,Platinum,60,Becoming Loyal,3
690,15,1371,2017-11-18,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,34165.0,209.84000000000003,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,61,26,4,1270.9399999999998,3,1,1,311,Silver,70,Late Bloomer,6
2498,67,1371,2017-03-20,0.0,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,37499.0,167.20999999999995,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,61,26,4,1270.9399999999998,3,1,1,311,Silver,70,Late Bloomer,6
8948,1,1371,2017-12-04,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40649.0,448.68,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,61,26,4,1270.9399999999998,3,1,1,311,Silver,70,Late Bloomer,6
18359,77,1371,2017-02-18,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,445.20999999999987,Aretha,Joscelyn,Female,39,1959-08-02,Design Engineer,Retail,Mass Customer,N,Yes,13.0,61,26,4,1270.9399999999998,3,1,1,311,Silver,70,Late Bloomer,6
691,8,1385,2017-03-21,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649.0,187.38999999999987,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
6013,11,1385,2017-01-11,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,509.97,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
6531,75,1385,2017-05-12,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,38859.0,1010.02,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
10715,5,1385,2017-08-10,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,40784.0,114.93,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
11681,51,1385,2017-06-18,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,802.26,Melesa,Priddy,Female,39,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63,142,5,2624.5699999999997,1,2,2,122,Bronze,70,Evasive Customer,10
692,36,2744,2017-07-11,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,437.46,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,22,125,3,1264.73,1,1,1,111,Bronze,30,Lost Customer,11
5536,72,2744,2017-08-27,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,22,125,3,1264.73,1,1,1,111,Bronze,30,Lost Customer,11
12806,71,2744,2017-06-04,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,34996.0,737.1700000000002,Bjorn,Isitt,Male,59,1999-01-25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,3.0,22,125,3,1264.73,1,1,1,111,Bronze,30,Lost Customer,11
694,0,294,2017-06-15,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,34165.0,104.24,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
842,0,294,2017-09-06,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,35707.0,133.38,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
4840,22,294,2017-02-16,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,38339.0,143.82,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
6771,100,294,2017-05-13,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37539.0,152.54999999999995,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
12647,77,294,2017-02-17,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,38750.0,1660.88,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
13464,10,294,2017-03-05,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,38991.0,1612.25,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
14108,38,294,2017-05-04,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361.0,1702.5499999999995,Magnum,Slowan,Male,39,1959-04-01,Recruiting Manager,Missing,High Net Worth,N,No,5.0,62,115,7,5509.669999999999,1,3,4,134,Bronze,70,Almost Lost Customer,9
696,64,1400,2017-07-06,0.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,40410.0,872.8900000000001,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
3702,21,1400,2017-11-04,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,34165.0,690.49,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
8927,78,1400,2017-01-07,1.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,35455.0,1055.82,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
11689,55,1400,2017-08-13,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,1295.43,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
13584,7,1400,2017-10-22,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,745.94,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
14897,8,1400,2017-04-17,1.0,Cancelled,Solex,Road,medium,small,1703.52,1516.13,34586.0,187.38999999999987,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
17014,6,1400,2017-04-03,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,39298.0,91.15,Rikki,Eytel,Female,51,1982-05-23,Senior Developer,Manufacturing,Affluent Customer,N,Yes,7.0,38,56,7,4939.109999999999,2,3,4,234,Silver,40,Loosing Customer,7
697,29,2285,2017-11-21,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,834.9399999999998,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
2056,0,2285,2017-04-11,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,42710.0,90.09999999999997,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
4652,56,2285,2017-03-12,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,75.75,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
9056,22,2285,2017-07-11,1.0,Approved,Solex,Standard,medium,medium,575.27,431.45,41345.0,143.82,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
13890,58,2285,2017-02-26,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,450.77,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
15357,0,2285,2017-06-01,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,110.80999999999996,Maritsa,Bellison,Female,71,1973-10-27,Quality Control Specialist,Health,High Net Worth,N,No,5.0,47,39,7,1796.2899999999995,3,3,1,331,Gold,50,Potential Customer,5
